rid,tpl,pta,ptd,wta,wtp,wtd,arr_et,arr_wet,arr_atRemoved,pass_et,pass_wet,pass_atRemoved,dep_et,dep_wet,dep_atRemoved,arr_at,pass_at,dep_at,cr_code,lr_code
202006077944608,HMWTHY,19:56,19:56,19:55:30,,19:56:30,,,false,,,,,,false,20:01,,20:03,,
202006077944608,HOLTONH,,,,19:59,,,,,,,false,,,,,20:06,,,
202006077944608,WARHAM,20:02,20:03,20:02,,20:03:30,,,false,,,,,,false,20:08,,20:09,,
202006077944608,WOOL,20:09,20:10,20:09,,20:10,,,false,,,,,,false,20:14,,20:15,,
202006077944608,MORETON,20:16,20:16,20:15:30,,20:16:30,,,false,,,,,,false,20:19,,20:20,,
202006077944608,DRCHS,20:23,20:24,20:23,,20:24:30,,,false,,,,,,false,20:28,,20:29,,
202006077944608,DRCHJN,,,,20:25:30,,,,,20:30,,false,,,,,,,,
202006077944608,UPWEY,20:31,20:31,20:30:30,,20:31,,,false,,,,,,false,20:35,,20:36,,
202006077944608,WEYMTH,20:35,,20:35,,,,,false,,,,,,,20:39,,,,
202006077944613,WATRLMN,,20:35,,,20:35,,,,,,,,,false,,,20:36,,
202006077944613,VAUXHLM,,,,20:37,,,,,,,false,,,,,20:39,,,
202006077944613,CLPHMJM,,20:42,20:41:30,,20:42:30,,,false,,,,,,false,20:42,,20:44,,
202006077944613,ERLFLD,,,,20:46,,,,,20:47,,false,,,,,,,,
202006077944613,WDON,,,,20:50:30,,,,,,,false,,,,,20:47,,,
202006077944613,RAYNSPK,,,,20:52,,,,,20:49,,false,,,,,,,,
202006077944613,NEWMLDN,,,,20:54,,,,,,,false,,,,,20:49,,,
202006077944613,BRLANDS,,,,20:55,,,,,,,false,,,,,20:50,,,
202006077944613,SURBITN,,,,20:56,,,,,,,false,,,,,20:50,,,
202006077944613,HCRTJN,,,,20:57,,,,,,,false,,,,,20:51,,,
202006077944613,ESHER,,,,20:57:30,,,,,,,false,,,,,20:52,,,
202006077944613,HERSHAM,,,,20:58,,,,,,,false,,,,,20:53,,,
202006077944613,WONT,,,,20:59,,,,,,,false,,,,,20:54,,,
202006077944613,WEYBDGE,,,,21:01,,,,,,,false,,,,,20:55,,,
202006077944613,BYFLANH,,,,21:02,,,,,20:56,,false,,,,,,,,
202006077944613,WBYFLET,,,,21:03,,,,,,,false,,,,,20:56,,,
202006077944613,WOKING,21:06,21:07,21:05:30,,21:07:30,,,false,,,,,,false,21:04,,21:06,,
202006077944613,WOKINGJ,,,,21:08:30,,,,,,,false,,,,,21:07,,,
202006077944613,FRBRMN,,,,21:15,,,,,,,false,,,,,21:13,,,
202006077944613,FLEET,,,,21:17,,,,,,,false,,,,,21:15,,,
202006077944613,WNCFILD,,,,21:19,,,,,,,false,,,,,21:17,,,
202006077944613,HOOK,,,,21:21,,,,,,,false,,,,,21:19,,,
202006077944613,BSNGSTK,21:26,21:28,21:25:30,,21:28,,,false,,,,,,false,21:25,,21:27,,
202006077944613,WRTINGJ,,,,21:31:30,,,,,,,false,,,,,21:30,,,
202006077944613,MCHLDVR,,,,21:37,,,,,,,false,,,,,21:36,,,
202006077944613,WALRSAL,,,,21:39:30,,,,,,,false,,,,,21:37,,,
202006077944613,WNCHSTR,21:43,21:44,21:43,,21:44:30,,,false,,,,,,false,21:41,,21:43,,
202006077944613,SHAWFDJ,,,,21:47:30,,,,,,,false,,,,,21:46,,,
202006077944613,SHAWFD,,,,21:48,,,,,,,false,,,,,21:47,,,
202006077944613,ELGH,,,,21:50:30,,,,,,,false,,,,,21:49,,,
202006077944613,SOTPKWY,21:52,21:53,21:52,,21:53:30,,,false,,,,,,false,21:50,,21:52,,
202006077944613,SWYTHLN,,,,21:54,,,,,,,false,,,,,21:54,,,
202006077944613,STDENYS,,,,21:56:30,,,,,,,false,,,,,21:56,,,
202006077944613,NTHMJN,,,,21:57:30,,,,,,,false,,,,,21:56,,,
202006077944613,SOTON,22:00,22:03,22:00,,22:03,,,false,,,,,,false,21:59,,22:02,,
202006077944613,MBRKCLJ,,,,22:05,,,,,22:04,,false,,,,,,,,
202006077944613,REDBDGE,,,,22:06:30,,,,,,,false,,,,,22:06,,,
202006077944613,TOTTON,,,,22:07,,,,,,,false,,,,,22:07,,,
202006077944613,LYNDHRD,,,,22:09,,,,,,,false,,,,,22:09,,,
202006077944613,BLIEURD,,,,22:11,,,,,,,false,,,,,22:11,,,
202006077944613,BKNHRST,22:16,22:17,22:16,,22:17:30,,,false,,,,,,false,22:15,,22:16,,
202006077944613,SWAY,,,,22:20,,,,,,,false,,,,,22:20,,,
202006077944613,NMILTON,22:24,22:24,22:23:30,,22:24:30,,,false,,,,,,false,22:22,,22:28,,
202006077944613,HINTONA,,,,22:26,,,,,,,false,,,,,22:31,,,
202006077944613,CHRISTC,,,,22:30,,,,,,,false,,,,,22:34,,,
202006077944613,BOMO,22:34,22:39,22:34,,22:39,,,false,,,,,,false,22:39,,22:42,,
202006077944613,BRANKSM,22:44,22:44,22:43:30,,22:44,,,false,,,,,,false,22:47,,22:48,,
202006077944613,PSTONE,22:47,22:47,22:46:30,,22:47,,,false,,,,,,false,22:50,,22:52,,
202006077944613,POOLE,22:50,22:51,22:50,,22:51:30,,,false,,,,,,false,22:55,,22:57,,
202006077944613,HMWTHY,22:56,22:56,22:55:30,,22:56:30,,,false,,,,,,false,23:00,,23:03,,
202006077944613,HOLTONH,,,,22:59,,,,,,,false,,,,,23:05,,,
202006077944613,WARHAM,23:02,23:03,23:02,,23:03:30,,,false,,,,,,false,23:08,,23:09,,
202006077944613,WOOL,23:09,23:10,23:09,,23:10,,,false,,,,,,false,23:14,,23:16,,
202006077944613,MORETON,23:16,23:16,23:15:30,,23:17:30,,,false,,,,,,false,23:19,,23:20,,
202006077944613,DRCHS,23:24,23:24,23:24,,23:25:30,,,false,,,,,,false,23:27,,23:28,,
202006077944613,DRCHJN,,,,23:26:30,,,,,23:29,,false,,,,,,,,
202006077944613,UPWEY,23:31,23:31,23:31:30,,23:32,,,false,,,,,,false,23:35,,23:36,,
202006077944613,WEYMTH,23:36,,23:36,,,,,false,,,,,,,23:38,,,,
202006078161429,WATRLMN,,08:35,,,08:35,,,,,,,,,false,,,08:35,,
202006078161429,VAUXHLM,,,,08:37,,,,,,,false,,,,,08:38,,,
202006078161429,CLPHMJM,,08:45,08:44,,08:45,,,false,,,,,,false,08:44,,08:46,,
202006078161429,ERLFLD,,,,08:48,,,,,,,false,,,,,08:48,,,
202006078161429,WDON,,,,08:52,,,,,,,false,,,,,08:51,,,
202006078161429,RAYNSPK,,,,08:53,,,,,08:51,,false,,,,,,,,
202006078161429,NEWMLDN,,,,08:55,,,,,,,false,,,,,08:53,,,
202006078161429,SURBITN,,,,08:57,,,,,,,false,,,,,08:54,,,
202006078161429,BRLANDS,,,,08:56,,,,,,,false,,,,,08:54,,,
202006078161429,HCRTJN,,,,08:58:30,,,,,,,false,,,,,08:56,,,
202006078161429,ESHER,,,,08:59,,,,,,,false,,,,,08:56,,,
202006078161429,HERSHAM,,,,09:00,,,,,,,false,,,,,08:58,,,
202006078161429,WONT,,,,09:01,,,,,,,false,,,,,08:59,,,
202006078161429,WEYBDGE,,,,09:03:30,,,,,,,false,,,,,09:01,,,
202006078161429,BYFLANH,,,,09:04,,,,,,,false,,,,,09:02,,,
202006078161429,WBYFLET,,,,09:05,,,,,,,false,,,,,09:03,,,
202006078161429,WOKING,09:08,09:09,09:08,,09:09:30,,,false,,,,,,false,09:06,,09:08,,
202006078161429,WOKINGJ,,,,09:10:30,,,,,,,false,,,,,09:09,,,
202006078161429,FRBRMN,,,,09:17,,,,,,,false,,,,,09:15,,,
202006078161429,FLEET,,,,09:19,,,,,,,false,,,,,09:18,,,
202006078161429,WNCFILD,,,,09:21,,,,,,,false,,,,,09:20,,,
202006078161429,HOOK,,,,09:23,,,,,,,false,,,,,09:21,,,
202006078161429,BSNGSTK,09:28,09:29,09:27:30,,09:29:30,,,false,,,,,,false,09:27,,09:28,,
202006078161429,WRTINGJ,,,,09:33,,,,,,,false,,,,,09:31,,,
202006078161429,MCHLDVR,,,,09:39,,,,,,,false,,,,,09:37,,,
202006078161429,WALRSAL,,,,09:41,,,,,,,false,,,,,09:38,,,
202006078161429,WNCHSTR,09:45,09:46,09:44:30,,09:46,,,false,,,,,,false,09:43,,09:45,,
202006078161429,SHAWFDJ,,,,09:49,,,,,,,false,,,,,09:48,,,
202006078161429,SHAWFD,,,,09:49:30,,,,,,,false,,,,,09:49,,,
202006078161429,ELGH,,,,09:52,,,,,,,false,,,,,09:50,,,
202006078161429,SOTPKWY,09:54,09:55,09:53:30,,09:55,,,false,,,,,,false,09:52,,09:54,,
202006078161429,SWYTHLN,,,,09:56,,,,,,,false,,,,,09:55,,,
202006078161429,STDENYS,,,,09:58,,,,,,,false,,,,,09:57,,,
202006078161429,NTHMJN,,,,09:59,,,,,,,false,,,,,09:58,,,
202006078161429,SOTON,10:02,10:03,10:01:30,,10:03:30,,,false,,,,,,false,10:00,,10:02,,
202006078161429,MBRKCLJ,,,,10:05:30,,,,,10:04,,false,,,,,,,,
202006078161429,REDBDGE,,,,10:07,,,,,,,false,,,,,10:05,,,
202006078161429,TOTTON,,,,10:07:30,,,,,,,false,,,,,10:07,,,
202006078161429,LYNDHRD,,,,10:10,,,,,,,false,,,,,10:10,,,
202006078161429,BLIEURD,,,,10:12,,,,,,,false,,,,,10:11,,,
202006078161429,BKNHRST,10:17,10:18,10:16:30,,10:18,,,false,,,,,,false,10:16,,10:17,,
202006078161429,SWAY,,,,10:20,,,,,,,false,,,,,10:21,,,
202006078161429,NMILTON,10:24,10:25,10:24,,10:25,,,false,,,,,,false,10:23,,10:24,,
202006078161429,HINTONA,,,,10:27,,,,,,,false,,,,,10:27,,,
202006078161429,CHRISTC,,,,10:30,,,,,,,false,,,,,10:30,,,
202006078161429,BOMO,10:35,10:39,10:34:30,,10:39,,,false,,,,,,false,10:34,,10:38,,
202006078161429,BRANKSM,10:44,10:44,10:43:30,,10:44,,,false,,,,,,false,10:43,,10:44,,
202006078161429,PSTONE,10:47,10:47,10:46:30,,10:47,,,false,,,,,,false,10:47,,10:47,,
202006078161429,POOLE,10:50,10:51,10:50,,10:51:30,,,false,,,,,,false,10:50,,10:52,,
202006078161429,HMWTHY,10:56,10:56,10:55:30,,10:56:30,,,false,,,,,,false,10:55,,10:57,,
202006078161429,HOLTONH,,,,10:59,,,,,,,false,,,,,11:00,,,
202006078161429,WARHAM,11:02,11:03,11:02,,11:03:30,,,false,,,,,,false,11:02,,11:03,,
202006078161429,WOOL,11:09,11:10,11:09,,11:10,,,false,,,,,,false,11:08,,11:09,,
202006078161429,MORETON,11:16,11:16,11:15:30,,11:16:30,,,false,,,,,,false,11:13,,11:14,,
202006078161429,DRCHS,11:23,11:24,11:23,,11:24:30,,,false,,,,,,false,11:22,,11:23,,
202006078161429,DRCHJN,,,,11:25:30,,,,,11:24,,false,,,,,,,,
202006078161429,UPWEY,11:31,11:31,11:30:30,,11:31,,,false,,,,,,false,11:30,,11:32,,
202006078161429,WEYMTH,11:35,,11:35,,,,,false,,,,,,,11:34,,,,
202006078161431,WATRLMN,,12:35,,,12:35,,,,,,,,,false,,,12:34,,
202006078161431,VAUXHLM,,,,12:37,,,,,,,false,,,,,12:37,,,
202006078161431,CLPHMJM,,12:45,12:44,,12:45,,,false,,,,,,false,12:43,,12:45,,
202006078161431,ERLFLD,,,,12:48,,,,,,,false,,,,,12:47,,,
202006078161431,WDON,,,,12:52,,,,,,,false,,,,,12:50,,,
202006078161431,WDONWJ,,,,12:53,,,,,12:51,,false,,,,,,,,
202006078161431,NEWMLDN,,,,12:55:30,,,,,,,false,,,,,12:54,,,
202006078161431,BRLANDS,,,,12:56,,,,,,,false,,,,,12:54,,,
202006078161431,SURBITN,,,,12:57:30,,,,,,,false,,,,,12:55,,,
202006078161431,HCRTJN,,,,12:58:30,,,,,,,false,,,,,12:56,,,
202006078161431,ESHER,,,,12:59,,,,,,,false,,,,,12:56,,,
202006078161431,HERSHAM,,,,13:00,,,,,,,false,,,,,12:58,,,
202006078161431,WONT,,,,13:01,,,,,,,false,,,,,12:58,,,
202006078161431,WEYBDGE,,,,13:02,,,,,,,false,,,,,13:00,,,
202006078161431,WBYFLET,,,,13:04,,,,,,,false,,,,,13:00,,,
202006078161431,BYFLANH,,,,13:03,,,,,13:01,,false,,,,,,,,
202006078161431,WOKING,13:07,13:08,13:07,,13:08:30,,,false,,,,,,false,13:05,,13:07,,
202006078161431,WOKINGJ,,,,13:09:30,,,,,,,false,,,,,13:08,,,
202006078161431,FRBRMN,,,,13:15:30,,,,,,,false,,,,,13:14,,,
202006078161431,FLEET,,,,13:17,,,,,,,false,,,,,13:17,,,
202006078161431,WNCFILD,,,,13:20,,,,,,,false,,,,,13:19,,,
202006078161431,HOOK,,,,13:21,,,,,,,false,,,,,13:20,,,
202006078161431,BSNGSTK,13:26,13:28,13:26,,13:28,,,false,,,,,,false,13:26,,13:27,,
202006078161431,WRTINGJ,,,,13:31:30,,,,,,,false,,,,,13:30,,,
202006078161431,MCHLDVR,,,,13:37,,,,,,,false,,,,,13:36,,,
202006078161431,WALRSAL,,,,13:39:30,,,,,,,false,,,,,13:37,,,
202006078161431,WNCHSTR,13:43,13:44,13:43,,13:44:30,,,false,,,,,,false,13:41,,13:43,,
202006078161431,SHAWFDJ,,,,13:47:30,,,,,,,false,,,,,13:46,,,
202006078161431,SHAWFD,,,,13:48,,,,,,,false,,,,,13:47,,,
202006078161431,ELGH,,,,13:50:30,,,,,,,false,,,,,13:49,,,
202006078161431,SOTPKWY,13:52,13:53,13:52,,13:53:30,,,false,,,,,,false,13:51,,13:52,,
202006078161431,SWYTHLN,,,,13:54,,,,,,,false,,,,,13:54,,,
202006078161431,STDENYS,,,,13:56:30,,,,,,,false,,,,,13:56,,,
202006078161431,NTHMJN,,,,13:57:30,,,,,,,false,,,,,13:57,,,
202006078161431,SOTON,14:00,14:03,14:00,,14:03,,,false,,,,,,false,13:59,,14:02,,
202006078161431,MBRKCLJ,,,,14:05,,,,,14:04,,false,,,,,,,,
202006078161431,REDBDGE,,,,14:06:30,,,,,,,false,,,,,14:05,,,
202006078161431,TOTTON,,,,14:07,,,,,,,false,,,,,14:07,,,
202006078161431,LYNDHRD,,,,14:09,,,,,,,false,,,,,14:09,,,
202006078161431,BLIEURD,,,,14:11,,,,,,,false,,,,,14:11,,,
202006078161431,BKNHRST,14:16,14:17,14:16,,14:17:30,,,false,,,,,,false,14:15,,14:16,,
202006078161431,SWAY,,,,14:20,,,,,,,false,,,,,14:20,,,
202006078161431,NMILTON,14:24,14:24,14:23:30,,14:24:30,,,false,,,,,,false,14:22,,14:23,,
202006078161431,HINTONA,,,,14:26,,,,,,,false,,,,,14:26,,,
202006078161431,CHRISTC,,,,14:30,,,,,,,false,,,,,14:29,,,
202006078161431,BOMO,14:34,14:39,14:34,,14:39,,,false,,,,,,false,14:33,,14:38,,
202006078161431,BRANKSM,14:44,14:44,14:43:30,,14:44,,,false,,,,,,false,14:43,,14:44,,
202006078161431,PSTONE,14:47,14:47,14:46:30,,14:47,,,false,,,,,,false,14:46,,14:47,,
202006078161431,POOLE,14:50,14:51,14:50,,14:51:30,,,false,,,,,,false,14:50,,14:51,,
202006078161431,HMWTHY,14:56,14:56,14:55:30,,14:56:30,,,false,,,,,,false,14:54,,14:56,,
202006078161431,HOLTONH,,,,14:59,,,,,,,false,,,,,14:59,,,
202006078161431,WARHAM,15:02,15:03,15:02,,15:03:30,,,false,,,,,,false,15:01,,15:02,,
202006078161431,WOOL,15:09,15:10,15:09,,15:10,,,false,,,,,,false,15:07,,15:09,,
202006078161431,MORETON,15:16,15:16,15:15:30,,15:16:30,,,false,,,,,,false,15:13,,15:14,,
202006078161431,DRCHS,15:23,15:24,15:23,,15:24:30,,,false,,,,,,false,15:21,,15:23,,
202006078161431,DRCHJN,,,,15:25:30,,,,,15:24,,false,,,,,,,,
202006078161431,UPWEY,15:31,15:31,15:30:30,,15:31,,,false,,,,,,false,15:30,,15:34,,
202006078161431,WEYMTH,15:35,,15:35,,,,,false,,,,,,,15:36,,,,
202006078161432,WATRLMN,,16:35,,,16:35,,,,,,,,,false,,,16:34,588,
202006078161432,VAUXHLM,,,,16:37,,,,,,,false,,,,,16:37,,588,
202006078161432,CLPHMJM,,16:42,16:41:30,,16:42:30,,,false,,,,,,false,16:41,,16:42,588,
202006078161432,ERLFLD,,,,16:46,,,,,16:44,,false,,,,,,,588,
202006078161432,WDON,,,,16:50:30,,,,,,,false,,,,,16:46,,588,
202006078161432,RAYNSPK,,,,16:52,,,,,16:47,,false,,,,,,,588,
202006078161432,NEWMLDN,,,,16:54,,,,,,,false,,,,,16:48,,588,
202006078161432,SURBITN,,,,16:56,,,,,,,false,,,,,16:49,,588,
202006078161432,BRLANDS,,,,16:55,,,,,,,false,,,,,16:49,,588,
202006078161432,HCRTJN,,,,16:57,,,,,,,false,,,,,16:50,,588,
202006078161432,ESHER,,,,16:57:30,,,,,,,false,,,,,16:51,,588,
202006078161432,HERSHAM,,,,16:58,,,,,,,false,,,,,16:52,,588,
202006078161432,WONT,,,,16:59,,,,,,,false,,,,,16:53,,588,
202006078161432,WEYBDGE,,,,17:01,,,,,,,false,,,,,16:54,,588,
202006078161432,BYFLANH,,,,17:02,,,,,16:55,,false,,,,,,,588,
202006078161432,WBYFLET,,,,17:03,,,,,,,false,,,,,16:55,,588,
202006078161432,WOKING,17:06,17:07,17:05:30,,17:07:30,,,false,,,,,,false,17:04,,17:06,588,
202006078161432,WOKINGJ,,,,17:08:30,,,,,,,false,,,,,17:07,,588,
202006078161432,FRBRMN,,,,17:15,,,,,,,false,,,,,17:13,,588,
202006078161432,FLEET,,,,17:17,,,,,,,false,,,,,17:15,,588,
202006078161432,WNCFILD,,,,17:19,,,,,,,false,,,,,17:17,,588,
202006078161432,HOOK,,,,17:21,,,,,,,false,,,,,17:19,,588,
202006078161432,BSNGSTK,17:26,17:28,17:25:30,,17:28,,,false,,,,,,false,17:25,,17:27,588,
202006078161432,WRTINGJ,,,,17:31:30,,,,,,,false,,,,,17:30,,588,
202006078161432,MCHLDVR,,,,17:37,,,,,,,false,,,,,17:35,,588,
202006078161432,WALRSAL,,,,17:39:30,,,,,,,false,,,,,17:37,,588,
202006078161432,WNCHSTR,17:43,17:44,17:43,,17:44:30,,,false,,,,,,false,17:41,,17:43,588,588
